item_id,dept_id,cat_id,avg_daily_demand,std_daily_demand,avg_price,annual_demand,total_revenue,safety_stock,reorder_point,eoq,abc_class,demand_cv,stockout_risk
FOODS_3_625,FOODS_3,FOODS,1.64,1.83,3.09,598.14,9534.28,8.0,20.0,985.0,A,1.12,Normal
FOODS_3_661,FOODS_3,FOODS,1.54,2.43,3.28,562.31,9525.12,11.0,22.0,926.0,A,1.58,High
HOUSEHOLD_1_186,HOUSEHOLD_1,HOUSEHOLD,1.61,2.01,3.13,589.42,9518.05,9.0,21.0,971.0,A,1.25,Normal
HOUSEHOLD_1_050,HOUSEHOLD_1,HOUSEHOLD,1.4,2.0,3.6,511.58,9499.58,9.0,19.0,844.0,A,1.43,Normal
FOODS_3_812,FOODS_3,FOODS,1.78,1.79,2.83,647.9,9484.61,8.0,21.0,1070.0,A,1.01,Normal
FOODS_2_022,FOODS_2,FOODS,0.71,1.18,7.1,258.11,9470.32,6.0,11.0,427.0,A,1.66,High
FOODS_2_149,FOODS_2,FOODS,0.71,1.13,7.1,257.92,9456.98,5.0,10.0,427.0,A,1.59,High
HOUSEHOLD_1_301,HOUSEHOLD_1,HOUSEHOLD,1.01,1.35,4.96,368.87,9447.41,6.0,14.0,610.0,A,1.34,Normal
FOODS_2_283,FOODS_2,FOODS,3.35,4.01,1.5,1222.02,9446.21,18.0,42.0,2021.0,A,1.2,Normal
HOUSEHOLD_2_257,HOUSEHOLD_2,HOUSEHOLD,0.85,1.2,5.89,310.4,9437.71,6.0,12.0,514.0,A,1.41,Normal
FOODS_1_081,FOODS_1,FOODS,0.9,1.65,5.54,329.18,9416.16,8.0,15.0,546.0,A,1.83,High
HOUSEHOLD_1_091,HOUSEHOLD_1,HOUSEHOLD,0.72,1.03,6.96,261.99,9415.91,5.0,11.0,434.0,A,1.44,Normal
FOODS_2_116,FOODS_2,FOODS,2.54,2.84,1.97,927.12,9415.62,13.0,31.0,1536.0,A,1.12,Normal
HOUSEHOLD_1_359,HOUSEHOLD_1,HOUSEHOLD,0.76,1.15,6.57,277.67,9415.25,5.0,11.0,460.0,A,1.51,High
HOUSEHOLD_1_235,HOUSEHOLD_1,HOUSEHOLD,1.39,1.65,3.6,506.74,9413.13,8.0,18.0,840.0,A,1.19,Normal
HOUSEHOLD_1_517,HOUSEHOLD_1,HOUSEHOLD,5.12,5.34,0.97,1867.41,9399.96,24.0,60.0,3096.0,A,1.04,Normal
FOODS_3_629,FOODS_3,FOODS,0.96,1.46,5.19,350.28,9381.25,7.0,14.0,582.0,A,1.52,High
FOODS_1_038,FOODS_1,FOODS,0.54,0.9,9.22,196.93,9375.74,4.0,8.0,327.0,A,1.67,High
FOODS_3_272,FOODS_3,FOODS,0.53,0.79,9.41,192.47,9354.25,4.0,8.0,320.0,A,1.5,High
FOODS_2_357,FOODS_2,FOODS,2.48,2.18,1.99,906.98,9338.26,10.0,28.0,1509.0,A,0.88,Normal
HOBBIES_1_301,HOBBIES_1,HOBBIES,0.81,1.17,6.1,296.26,9336.64,6.0,12.0,493.0,A,1.44,Normal
FOODS_2_307,FOODS_2,FOODS,1.97,2.6,2.52,717.41,9328.95,12.0,26.0,1194.0,A,1.32,Normal
FOODS_1_045,FOODS_1,FOODS,2.69,2.73,1.84,983.08,9328.35,12.0,31.0,1636.0,A,1.02,Normal
FOODS_3_585,FOODS_3,FOODS,1.24,1.47,3.98,453.68,9325.14,7.0,16.0,755.0,A,1.18,Normal
HOUSEHOLD_2_139,HOUSEHOLD_2,HOUSEHOLD,0.85,1.08,5.84,309.04,9320.64,5.0,11.0,515.0,A,1.27,Normal
HOUSEHOLD_1_082,HOUSEHOLD_1,HOUSEHOLD,1.42,1.71,3.48,518.36,9315.96,8.0,18.0,863.0,A,1.21,Normal
FOODS_3_683,FOODS_3,FOODS,1.97,2.64,2.5,718.77,9289.33,12.0,26.0,1199.0,A,1.34,Normal
FOODS_3_109,FOODS_3,FOODS,4.92,5.08,1.0,1796.73,9279.0,23.0,58.0,2998.0,A,1.03,Normal
HOBBIES_1_308,HOBBIES_1,HOBBIES,0.43,0.8,11.45,156.84,9274.95,4.0,8.0,262.0,A,1.87,High
FOODS_2_152,FOODS_2,FOODS,2.06,2.24,2.39,751.3,9270.15,10.0,25.0,1254.0,A,1.09,Normal
FOODS_3_795,FOODS_3,FOODS,1.73,2.33,2.83,632.41,9256.04,11.0,24.0,1057.0,A,1.34,Normal
FOODS_2_075,FOODS_2,FOODS,2.08,2.24,2.36,759.24,9253.79,10.0,25.0,1269.0,A,1.08,Normal
HOBBIES_1_328,HOBBIES_1,HOBBIES,0.75,0.97,6.49,275.54,9236.52,5.0,11.0,461.0,A,1.28,Normal
FOODS_3_392,FOODS_3,FOODS,1.26,1.28,3.88,460.46,9226.89,6.0,15.0,771.0,A,1.01,Normal
HOUSEHOLD_1_203,HOUSEHOLD_1,HOUSEHOLD,0.99,1.21,4.96,359.97,9219.29,6.0,13.0,603.0,A,1.23,Normal
HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,5.07,4.33,0.96,1850.56,9214.67,19.0,55.0,3098.0,A,0.85,Normal
HOUSEHOLD_2_324,HOUSEHOLD_2,HOUSEHOLD,0.34,0.62,14.26,125.09,9214.0,3.0,6.0,210.0,A,1.8,High
FOODS_3_348,FOODS_3,FOODS,5.98,5.4,0.82,2181.67,9209.41,24.0,66.0,3654.0,A,0.9,Normal
HOUSEHOLD_1_447,HOUSEHOLD_1,HOUSEHOLD,4.99,4.7,0.98,1819.97,9200.1,21.0,56.0,3050.0,A,0.94,Normal
FOODS_3_238,FOODS_3,FOODS,1.34,1.81,3.64,487.38,9150.24,8.0,18.0,819.0,A,1.35,Normal
FOODS_2_201,FOODS_2,FOODS,0.94,1.78,5.17,342.73,9147.85,8.0,15.0,576.0,A,1.9,High
HOUSEHOLD_1_256,HOUSEHOLD_1,HOUSEHOLD,0.82,0.98,5.93,298.58,9142.75,5.0,11.0,502.0,A,1.2,Normal
FOODS_3_133,FOODS_3,FOODS,5.93,5.3,0.82,2163.47,9132.58,24.0,66.0,3638.0,A,0.89,Normal
FOODS_1_137,FOODS_1,FOODS,2.45,3.58,1.98,893.04,9132.54,16.0,34.0,1502.0,A,1.46,Normal
HOBBIES_1_387,HOBBIES_1,HOBBIES,4.85,9.02,1.0,1768.85,9127.97,40.0,74.0,2976.0,A,1.86,High
HOUSEHOLD_2_195,HOUSEHOLD_2,HOUSEHOLD,0.33,0.62,14.81,119.08,9106.43,3.0,6.0,201.0,A,1.9,High
FOODS_3_771,FOODS_3,FOODS,1.93,2.18,2.5,703.86,9096.64,10.0,24.0,1186.0,A,1.13,Normal
HOBBIES_1_287,HOBBIES_1,HOBBIES,0.85,1.12,5.7,309.04,9093.63,5.0,11.0,521.0,A,1.32,Normal
FOODS_3_372,FOODS_3,FOODS,1.47,2.54,3.28,535.4,9069.2,12.0,23.0,904.0,A,1.73,High
HOUSEHOLD_1_180,HOUSEHOLD_1,HOUSEHOLD,1.68,1.82,2.86,614.21,9064.92,8.0,20.0,1037.0,A,1.08,Normal
HOUSEHOLD_1_112,HOUSEHOLD_1,HOUSEHOLD,1.61,1.77,2.97,588.65,9028.8,8.0,20.0,996.0,A,1.1,Normal
HOUSEHOLD_1_479,HOUSEHOLD_1,HOUSEHOLD,0.64,0.92,7.53,232.17,9027.22,5.0,10.0,393.0,A,1.45,Normal
FOODS_2_373,FOODS_2,FOODS,0.84,1.21,5.73,304.78,9021.4,6.0,12.0,516.0,A,1.45,Normal
HOUSEHOLD_1_445,HOUSEHOLD_1,HOUSEHOLD,2.45,2.07,1.95,893.04,9014.73,10.0,28.0,1512.0,A,0.85,Normal
FOODS_3_420,FOODS_3,FOODS,0.56,0.9,8.48,205.83,9014.24,4.0,8.0,349.0,A,1.6,High
FOODS_3_355,FOODS_3,FOODS,4.57,5.03,1.05,1666.41,9008.13,22.0,54.0,2822.0,A,1.1,Normal
HOUSEHOLD_1_103,HOUSEHOLD_1,HOUSEHOLD,0.96,1.37,4.96,351.25,8996.12,6.0,13.0,596.0,A,1.42,Normal
FOODS_3_496,FOODS_3,FOODS,1.2,1.92,3.98,437.03,8982.86,9.0,18.0,741.0,A,1.61,High
HOUSEHOLD_2_369,HOUSEHOLD_2,HOUSEHOLD,0.73,1.02,6.49,267.99,8982.75,5.0,11.0,455.0,A,1.39,Normal
FOODS_3_612,FOODS_3,FOODS,1.14,1.45,4.19,414.96,8979.57,7.0,15.0,704.0,A,1.28,Normal
HOUSEHOLD_1_094,HOUSEHOLD_1,HOUSEHOLD,1.35,1.81,3.53,492.99,8978.92,8.0,18.0,837.0,A,1.34,Normal
FOODS_2_375,FOODS_2,FOODS,0.95,1.29,4.98,348.35,8959.02,6.0,13.0,592.0,A,1.35,Normal
HOUSEHOLD_1_516,HOUSEHOLD_1,HOUSEHOLD,2.42,1.82,1.97,882.39,8957.68,8.0,25.0,1499.0,A,0.75,Normal
FOODS_1_140,FOODS_1,FOODS,0.68,1.07,6.95,249.4,8950.06,5.0,10.0,424.0,A,1.56,High
FOODS_3_665,FOODS_3,FOODS,1.59,3.27,2.98,581.29,8945.96,15.0,27.0,988.0,A,2.06,High
HOUSEHOLD_1_126,HOUSEHOLD_1,HOUSEHOLD,0.54,0.78,8.78,197.31,8944.74,4.0,8.0,336.0,A,1.45,Normal
FOODS_3_786,FOODS_3,FOODS,2.34,2.93,2.02,855.47,8944.52,13.0,30.0,1454.0,A,1.25,Normal
HOUSEHOLD_1_196,HOUSEHOLD_1,HOUSEHOLD,2.42,2.2,1.95,883.75,8920.91,10.0,27.0,1504.0,A,0.91,Normal
HOUSEHOLD_1_465,HOUSEHOLD_1,HOUSEHOLD,4.83,5.7,0.98,1764.39,8919.17,25.0,59.0,3003.0,A,1.18,Normal
FOODS_3_439,FOODS_3,FOODS,1.67,2.23,2.83,608.98,8913.11,10.0,22.0,1037.0,A,1.34,Normal
FOODS_1_174,FOODS_1,FOODS,0.97,1.29,4.89,352.8,8911.62,6.0,13.0,601.0,A,1.34,Normal
FOODS_3_679,FOODS_3,FOODS,1.22,1.55,3.85,447.1,8898.04,7.0,16.0,762.0,A,1.27,Normal
HOUSEHOLD_1_519,HOUSEHOLD_1,HOUSEHOLD,0.97,1.24,4.87,353.77,8894.32,6.0,13.0,603.0,A,1.28,Normal
HOUSEHOLD_1_122,HOUSEHOLD_1,HOUSEHOLD,2.09,1.75,2.26,761.95,8893.1,8.0,23.0,1299.0,A,0.84,Normal
HOUSEHOLD_1_538,HOUSEHOLD_1,HOUSEHOLD,1.35,1.45,3.48,491.06,8825.28,7.0,17.0,840.0,A,1.08,Normal
HOUSEHOLD_1_223,HOUSEHOLD_1,HOUSEHOLD,0.49,0.89,9.47,180.27,8816.57,4.0,8.0,309.0,A,1.81,High
FOODS_2_062,FOODS_2,FOODS,0.85,1.1,5.47,311.56,8793.97,5.0,11.0,534.0,A,1.29,Normal
FOODS_3_112,FOODS_3,FOODS,1.56,2.03,2.98,570.64,8782.06,9.0,20.0,979.0,A,1.3,Normal
FOODS_3_352,FOODS_3,FOODS,1.13,1.62,4.11,413.21,8771.82,8.0,16.0,709.0,A,1.43,Normal
HOUSEHOLD_1_404,HOUSEHOLD_1,HOUSEHOLD,1.73,1.76,2.69,630.67,8746.5,8.0,21.0,1084.0,A,1.02,Normal
HOUSEHOLD_1_290,HOUSEHOLD_1,HOUSEHOLD,0.47,0.94,9.87,171.56,8741.93,5.0,9.0,295.0,A,2.01,High
FOODS_3_774,FOODS_3,FOODS,0.74,1.01,6.3,268.57,8731.6,5.0,11.0,462.0,A,1.37,Normal
HOUSEHOLD_1_399,HOUSEHOLD_1,HOUSEHOLD,4.44,3.74,1.04,1619.17,8722.87,17.0,49.0,2786.0,A,0.84,Normal
HOBBIES_1_249,HOBBIES_1,HOBBIES,0.94,1.06,4.91,343.51,8707.52,5.0,12.0,592.0,A,1.12,Normal
HOUSEHOLD_1_138,HOUSEHOLD_1,HOUSEHOLD,0.93,1.2,4.96,339.25,8688.65,6.0,13.0,585.0,A,1.29,Normal
FOODS_3_468,FOODS_3,FOODS,3.95,4.6,1.16,1442.77,8652.73,21.0,49.0,2493.0,A,1.16,Normal
HOBBIES_1_372,HOBBIES_1,HOBBIES,0.69,1.03,6.66,251.34,8649.82,5.0,10.0,435.0,A,1.5,Normal
FOODS_3_222,FOODS_3,FOODS,1.09,1.3,4.2,398.69,8645.94,6.0,14.0,690.0,A,1.19,Normal
HOBBIES_1_177,HOBBIES_1,HOBBIES,1.1,1.53,4.16,402.56,8640.32,7.0,15.0,696.0,A,1.38,Normal
HOBBIES_1_268,HOBBIES_1,HOBBIES,9.6,12.19,0.48,3503.81,8634.53,54.0,122.0,6060.0,A,1.27,Normal
HOUSEHOLD_1_046,HOUSEHOLD_1,HOUSEHOLD,1.22,1.43,3.75,445.75,8630.44,7.0,16.0,772.0,A,1.17,Normal
FOODS_2_376,FOODS_2,FOODS,2.32,2.73,1.97,848.5,8620.15,12.0,29.0,1469.0,A,1.17,Normal
FOODS_3_423,FOODS_3,FOODS,1.53,2.11,2.98,559.21,8606.24,10.0,21.0,969.0,A,1.38,Normal
HOUSEHOLD_1_316,HOUSEHOLD_1,HOUSEHOLD,1.15,1.54,3.97,419.99,8604.22,7.0,16.0,728.0,A,1.33,Normal
HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,4.73,4.36,0.96,1727.02,8599.52,19.0,53.0,2993.0,A,0.92,Normal
FOODS_1_166,FOODS_1,FOODS,2.1,2.42,2.17,766.98,8594.78,11.0,26.0,1330.0,A,1.15,Normal
FOODS_1_112,FOODS_1,FOODS,2.3,2.46,1.98,838.44,8573.4,11.0,28.0,1456.0,A,1.07,Normal
HOUSEHOLD_1_142,HOUSEHOLD_1,HOUSEHOLD,0.76,1.07,6.0,276.51,8564.81,5.0,11.0,481.0,A,1.41,Normal
HOUSEHOLD_1_460,HOUSEHOLD_1,HOUSEHOLD,1.16,1.37,3.9,424.45,8557.71,6.0,15.0,738.0,A,1.18,Normal
FOODS_2_302,FOODS_2,FOODS,0.42,0.92,10.88,152.2,8553.85,4.0,7.0,265.0,A,2.2,High
FOODS_3_494,FOODS_3,FOODS,1.52,1.84,2.99,553.21,8549.66,8.0,19.0,962.0,A,1.21,Normal
HOUSEHOLD_1_212,HOUSEHOLD_1,HOUSEHOLD,0.97,1.3,4.65,354.35,8505.62,6.0,13.0,618.0,A,1.34,Normal
FOODS_3_383,FOODS_3,FOODS,3.39,4.31,1.33,1236.74,8481.73,19.0,43.0,2158.0,A,1.27,Normal
FOODS_3_212,FOODS_3,FOODS,1.52,1.66,2.95,555.54,8455.86,8.0,19.0,971.0,A,1.09,Normal
FOODS_2_170,FOODS_2,FOODS,1.45,1.96,3.09,530.17,8449.28,9.0,20.0,927.0,A,1.35,Normal
FOODS_3_195,FOODS_3,FOODS,1.69,2.1,2.66,615.37,8438.44,10.0,22.0,1077.0,A,1.24,Normal
HOUSEHOLD_1_324,HOUSEHOLD_1,HOUSEHOLD,0.75,0.97,5.93,275.54,8437.18,5.0,11.0,483.0,A,1.29,Normal
HOUSEHOLD_1_083,HOUSEHOLD_1,HOUSEHOLD,4.58,4.04,0.98,1671.25,8434.89,18.0,51.0,2925.0,A,0.88,Normal
HOUSEHOLD_1_350,HOUSEHOLD_1,HOUSEHOLD,1.57,1.63,2.85,572.38,8418.22,8.0,19.0,1003.0,A,1.04,Normal
HOBBIES_1_094,HOBBIES_1,HOBBIES,0.34,0.7,12.96,125.67,8410.32,4.0,7.0,221.0,A,2.03,High
HOUSEHOLD_2_201,HOUSEHOLD_2,HOUSEHOLD,0.74,0.95,6.06,268.38,8405.78,5.0,11.0,471.0,A,1.29,Normal
HOBBIES_1_420,HOBBIES_1,HOBBIES,0.78,0.99,5.71,284.06,8380.76,5.0,11.0,499.0,A,1.27,Normal
FOODS_3_537,FOODS_3,FOODS,1.12,1.59,3.98,407.6,8377.9,7.0,15.0,716.0,A,1.43,Normal
FOODS_3_502,FOODS_3,FOODS,1.77,2.64,2.5,647.71,8370.91,12.0,25.0,1138.0,A,1.49,Normal
HOBBIES_1_320,HOBBIES_1,HOBBIES,0.99,1.28,4.48,361.71,8367.18,6.0,13.0,636.0,A,1.29,Normal
HOBBIES_1_124,HOBBIES_1,HOBBIES,0.74,1.37,5.98,270.7,8360.04,6.0,12.0,476.0,A,1.85,High
HOUSEHOLD_2_119,HOUSEHOLD_2,HOUSEHOLD,0.76,0.99,5.84,276.7,8345.36,5.0,11.0,487.0,A,1.3,Normal
FOODS_3_042,FOODS_3,FOODS,2.75,2.89,1.61,1004.38,8342.4,13.0,33.0,1768.0,A,1.05,Normal
HOUSEHOLD_1_030,HOUSEHOLD_1,HOUSEHOLD,0.89,1.26,4.96,325.69,8341.5,6.0,13.0,574.0,A,1.41,Normal
FOODS_3_194,FOODS_3,FOODS,1.5,1.58,2.96,545.85,8335.72,7.0,18.0,961.0,A,1.06,Normal
FOODS_3_673,FOODS_3,FOODS,0.74,1.33,5.98,269.73,8330.14,6.0,12.0,475.0,A,1.8,High
HOUSEHOLD_1_268,HOUSEHOLD_1,HOUSEHOLD,0.53,0.79,8.34,193.05,8319.38,4.0,8.0,341.0,A,1.5,High
FOODS_1_201,FOODS_1,FOODS,2.02,2.46,2.17,738.13,8265.39,11.0,26.0,1305.0,A,1.22,Normal
FOODS_3_742,FOODS_3,FOODS,3.59,4.25,1.22,1311.87,8263.95,19.0,45.0,2319.0,A,1.18,Normal
FOODS_1_207,FOODS_1,FOODS,1.33,1.54,3.29,485.05,8249.62,7.0,17.0,859.0,A,1.16,Normal
FOODS_3_651,FOODS_3,FOODS,1.01,1.44,4.34,368.1,8242.23,7.0,15.0,652.0,A,1.42,Normal
HOBBIES_1_123,HOBBIES_1,HOBBIES,0.55,0.93,7.88,202.35,8238.95,5.0,9.0,359.0,A,1.69,High
HOUSEHOLD_1_288,HOUSEHOLD_1,HOUSEHOLD,0.53,0.83,8.18,194.8,8233.03,4.0,8.0,345.0,A,1.55,High
HOUSEHOLD_1_275,HOUSEHOLD_1,HOUSEHOLD,1.47,1.64,2.97,536.75,8232.84,8.0,19.0,951.0,A,1.12,Normal
FOODS_1_172,FOODS_1,FOODS,2.31,2.09,1.88,843.66,8202.95,10.0,27.0,1497.0,A,0.9,Normal
HOBBIES_1_132,HOBBIES_1,HOBBIES,1.01,1.3,4.28,370.23,8186.59,6.0,14.0,658.0,A,1.28,Normal
HOUSEHOLD_1_067,HOUSEHOLD_1,HOUSEHOLD,1.0,1.33,4.34,365.39,8185.34,6.0,14.0,649.0,A,1.33,Normal
FOODS_1_002,FOODS_1,FOODS,0.48,0.81,8.96,176.79,8179.9,4.0,8.0,315.0,A,1.67,High
FOODS_1_076,FOODS_1,FOODS,0.79,1.01,5.5,288.13,8177.13,5.0,11.0,513.0,A,1.28,Normal
HOUSEHOLD_1_528,HOUSEHOLD_1,HOUSEHOLD,1.48,1.48,2.93,539.85,8175.79,7.0,18.0,960.0,A,1.0,Normal
FOODS_2_334,FOODS_2,FOODS,0.4,0.9,10.89,145.23,8167.81,4.0,7.0,259.0,A,2.25,High
FOODS_3_460,FOODS_3,FOODS,2.19,2.25,1.98,798.74,8167.5,10.0,26.0,1421.0,A,1.03,Normal
FOODS_3_236,FOODS_3,FOODS,1.73,2.74,2.5,631.63,8163.2,12.0,25.0,1124.0,A,1.58,High
FOODS_3_031,FOODS_3,FOODS,0.95,1.09,4.54,347.77,8161.84,5.0,12.0,619.0,A,1.14,Normal
FOODS_3_789,FOODS_3,FOODS,2.88,3.97,1.5,1052.59,8154.0,18.0,39.0,1874.0,A,1.38,Normal
HOUSEHOLD_1_453,HOUSEHOLD_1,HOUSEHOLD,2.1,2.39,2.06,767.18,8145.91,11.0,26.0,1366.0,A,1.14,Normal
HOUSEHOLD_1_029,HOUSEHOLD_1,HOUSEHOLD,0.65,1.26,6.63,237.59,8129.87,6.0,11.0,424.0,A,1.94,High
HOUSEHOLD_1_019,HOUSEHOLD_1,HOUSEHOLD,4.4,4.84,0.98,1607.74,8127.29,22.0,53.0,2866.0,A,1.1,Normal
FOODS_3_249,FOODS_3,FOODS,1.66,2.65,2.6,606.07,8123.5,12.0,24.0,1081.0,A,1.59,High
FOODS_3_686,FOODS_3,FOODS,1.15,1.4,3.74,419.8,8118.4,7.0,16.0,749.0,A,1.22,Normal
FOODS_3_429,FOODS_3,FOODS,0.72,1.41,5.98,262.57,8108.88,7.0,13.0,469.0,A,1.95,High
FOODS_3_181,FOODS_3,FOODS,1.44,1.69,2.98,526.3,8099.64,8.0,19.0,940.0,A,1.17,Normal
FOODS_3_063,FOODS_3,FOODS,1.7,1.98,2.53,619.44,8090.33,9.0,21.0,1107.0,A,1.17,Normal
HOBBIES_1_015,HOBBIES_1,HOBBIES,6.05,7.36,0.71,2209.36,8061.57,33.0,76.0,3955.0,A,1.22,Normal
FOODS_3_413,FOODS_3,FOODS,4.26,4.53,1.0,1556.04,8036.0,20.0,50.0,2790.0,A,1.06,Normal
FOODS_2_081,FOODS_2,FOODS,1.66,1.85,2.56,607.62,8030.12,9.0,21.0,1090.0,A,1.11,Normal
HOUSEHOLD_1_194,HOUSEHOLD_1,HOUSEHOLD,0.85,1.14,4.98,311.56,8012.82,5.0,11.0,560.0,A,1.34,Normal
HOUSEHOLD_1_482,HOUSEHOLD_1,HOUSEHOLD,1.31,1.48,3.24,478.28,8009.59,7.0,17.0,859.0,A,1.13,Normal
HOUSEHOLD_2_409,HOUSEHOLD_2,HOUSEHOLD,1.08,1.18,3.94,393.08,8003.53,6.0,14.0,707.0,A,1.1,Normal
FOODS_1_106,FOODS_1,FOODS,1.27,1.52,3.33,464.92,7990.07,7.0,16.0,836.0,A,1.19,Normal
HOUSEHOLD_1_228,HOUSEHOLD_1,HOUSEHOLD,0.45,0.76,9.37,165.17,7988.58,4.0,8.0,297.0,A,1.67,High
HOUSEHOLD_1_011,HOUSEHOLD_1,HOUSEHOLD,0.92,1.15,4.63,334.02,7986.75,6.0,13.0,601.0,A,1.26,Normal
FOODS_3_076,FOODS_3,FOODS,3.84,3.81,1.1,1403.07,7966.06,17.0,44.0,2527.0,A,0.99,Normal
HOBBIES_1_194,HOBBIES_1,HOBBIES,1.54,1.69,2.74,562.7,7963.3,8.0,19.0,1014.0,A,1.1,Normal
HOUSEHOLD_1_013,HOUSEHOLD_1,HOUSEHOLD,0.85,1.31,4.96,310.2,7944.76,6.0,12.0,560.0,A,1.54,High
HOUSEHOLD_1_481,HOUSEHOLD_1,HOUSEHOLD,0.85,1.17,4.96,309.62,7929.88,6.0,12.0,559.0,A,1.38,Normal
FOODS_1_019,FOODS_1,FOODS,4.0,5.3,1.05,1460.0,7923.72,24.0,52.0,2636.0,A,1.32,Normal
FOODS_3_675,FOODS_3,FOODS,2.04,2.91,2.05,746.27,7901.42,13.0,28.0,1350.0,A,1.43,Normal
HOUSEHOLD_1_386,HOUSEHOLD_1,HOUSEHOLD,1.41,1.78,2.96,516.03,7888.4,8.0,18.0,934.0,A,1.26,Normal
FOODS_3_708,FOODS_3,FOODS,1.46,1.57,2.87,531.14,7860.64,7.0,18.0,963.0,A,1.08,Normal
HOUSEHOLD_2_510,HOUSEHOLD_2,HOUSEHOLD,1.06,1.17,3.95,385.14,7850.75,6.0,14.0,699.0,A,1.11,Normal
HOUSEHOLD_2_492,HOUSEHOLD_2,HOUSEHOLD,0.7,0.98,5.94,255.4,7829.3,5.0,10.0,464.0,A,1.4,Normal
FOODS_3_590,FOODS_3,FOODS,1.6,2.68,2.59,584.0,7826.4,12.0,24.0,1061.0,A,1.68,High
HOUSEHOLD_2_160,HOUSEHOLD_2,HOUSEHOLD,1.05,1.24,3.95,383.78,7823.41,6.0,14.0,698.0,A,1.18,Normal
FOODS_2_389,FOODS_2,FOODS,0.32,0.66,12.98,116.57,7812.56,3.0,6.0,212.0,A,2.07,High
FOODS_3_287,FOODS_3,FOODS,0.66,1.04,6.29,240.11,7801.3,5.0,10.0,437.0,A,1.58,High
FOODS_3_748,FOODS_3,FOODS,1.05,1.44,3.9,384.94,7761.64,7.0,15.0,703.0,A,1.37,Normal
HOUSEHOLD_2_294,HOUSEHOLD_2,HOUSEHOLD,0.86,1.61,4.76,315.04,7744.05,8.0,15.0,576.0,A,1.87,High
FOODS_2_061,FOODS_2,FOODS,2.07,2.12,1.98,755.95,7740.01,10.0,25.0,1381.0,A,1.02,Normal
FOODS_2_216,FOODS_2,FOODS,0.69,0.94,5.97,250.56,7724.86,5.0,10.0,459.0,A,1.36,Normal
HOUSEHOLD_1_107,HOUSEHOLD_1,HOUSEHOLD,1.18,1.35,3.48,429.67,7722.12,6.0,15.0,786.0,A,1.14,Normal
HOUSEHOLD_1_478,HOUSEHOLD_1,HOUSEHOLD,1.54,1.58,2.66,562.31,7715.94,7.0,18.0,1029.0,A,1.02,Normal
FOODS_1_040,FOODS_1,FOODS,2.22,2.41,1.84,810.75,7699.3,11.0,27.0,1485.0,A,1.08,Normal
FOODS_2_247,FOODS_2,FOODS,1.85,2.17,2.21,674.04,7696.13,10.0,23.0,1235.0,A,1.18,Normal
HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,4.17,4.5,0.98,1521.77,7692.69,20.0,50.0,2789.0,A,1.08,Normal
FOODS_2_382,FOODS_2,FOODS,1.14,1.44,3.59,414.57,7689.47,7.0,15.0,760.0,A,1.27,Normal
HOUSEHOLD_1_467,HOUSEHOLD_1,HOUSEHOLD,0.34,0.75,11.9,125.09,7687.7,4.0,7.0,230.0,A,2.19,High
FOODS_2_192,FOODS_2,FOODS,2.11,2.13,1.93,768.53,7679.65,10.0,25.0,1410.0,A,1.01,Normal
HOUSEHOLD_2_388,HOUSEHOLD_2,HOUSEHOLD,0.58,0.88,6.97,213.38,7675.99,4.0,9.0,392.0,A,1.51,High
HOBBIES_1_027,HOBBIES_1,HOBBIES,0.2,0.57,20.0,74.16,7660.2,3.0,5.0,137.0,A,2.8,High
FOODS_3_069,FOODS_3,FOODS,1.36,4.71,2.97,497.64,7641.33,21.0,31.0,915.0,A,3.45,High
FOODS_3_411,FOODS_3,FOODS,1.36,1.58,2.98,496.48,7640.72,7.0,17.0,913.0,A,1.16,Normal
FOODS_3_446,FOODS_3,FOODS,3.48,3.91,1.16,1270.24,7618.02,17.0,42.0,2339.0,A,1.12,Normal
FOODS_3_490,FOODS_3,FOODS,1.16,1.44,3.49,422.12,7615.2,7.0,16.0,778.0,A,1.25,Normal
FOODS_3_560,FOODS_3,FOODS,1.4,2.09,2.88,511.97,7614.72,10.0,20.0,943.0,A,1.49,Normal
HOBBIES_1_075,HOBBIES_1,HOBBIES,0.57,0.91,7.04,209.32,7613.24,4.0,9.0,386.0,A,1.58,High
HOBBIES_1_042,HOBBIES_1,HOBBIES,0.53,0.91,7.62,193.25,7608.1,4.0,8.0,357.0,A,1.72,High
HOBBIES_1_296,HOBBIES_1,HOBBIES,0.56,0.82,7.2,204.48,7600.34,4.0,8.0,377.0,A,1.46,Normal
HOBBIES_1_231,HOBBIES_1,HOBBIES,0.59,0.87,6.87,213.77,7584.48,4.0,9.0,395.0,A,1.48,Normal
HOUSEHOLD_1_336,HOUSEHOLD_1,HOUSEHOLD,0.82,1.15,4.87,300.91,7567.98,5.0,11.0,556.0,A,1.39,Normal
FOODS_3_765,FOODS_3,FOODS,1.39,1.46,2.88,507.51,7544.92,7.0,17.0,939.0,A,1.05,Normal
FOODS_3_515,FOODS_3,FOODS,1.39,2.16,2.88,506.74,7536.96,10.0,20.0,938.0,A,1.55,High
FOODS_3_174,FOODS_3,FOODS,0.65,1.07,6.12,237.2,7501.93,5.0,10.0,441.0,A,1.64,High
